name_english,name_japanese,anime_manga_titles,favorites
"Kasuga, Ayumu",(春日 歩),"['Azumanga Daiou The Animation', 'Azumanga Daiou: Gekijou Tanpen', 'Azumanga Web Daiou', 'Azumanga Daioh', 'Azumanga Daioh: Hoshuu-hen']",6489
Takagi,(高木),"['Karakai Jouzu no Takagi-san', 'Karakai Jouzu no Takagi-san: Water Slide', 'Karakai Jouzu no Takagi-san 2', 'Karakai Jouzu no Takagi-san', 'Karakai Jouzu no (Moto) Takagi-san', 'Koi ni Koisuru Yukari-chan']",6471
"Matou, Sakura",(間桐 桜),"[""Fate/stay night Movie: Heaven's Feel - I. Presage Flower"", ""Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly"", ""Fate/stay night Movie: Heaven's Feel - III. Spring Song"", ""Fate/stay night: Heaven's Feel"", 'Fate/tiger Colosseum Upper', 'Fate/stay night']",6464
Decim,(デキム),"['Death Billiards', 'Death Parade']",6436
Franky,(フランキー),"['One Piece', 'One Piece Film: Strong World', 'One Piece 3D: Mugiwara Chase', 'One Piece', 'One Piece Party', 'One Piece: Mugiwara Daigekijou']",6391
Sinbad,(シンドバッド),"['Magi: Sinbad no Bouken', 'Magi: Sinbad no Bouken (TV)', 'Magi: The Labyrinth of Magic', 'Magi: Sinbad no Bouken', 'Magi: Sinbad no Bouken - Prototype', 'Magi']",6389
"Jaegerjaquez, Grimmjow",(グリムジョー・ジャガージャック),"['Bleach', 'Bleach: Sennen Kessen-hen', 'Bleach: Sennen Kessen-hen - Ketsubetsu-tan', 'Bleach', ""Bleach: Can't Fear Your Own World""]",6386
"Furude, Rika",(古手 梨花),"['Higurashi no Naku Koro ni', 'Higurashi no Naku Koro ni Kai', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Higurashi no Naku Koro ni: Tatarigoroshi-hen', 'Higurashi no Naku Koro ni: Himatsubushi-hen', 'Higurashi no Naku Koro ni Kai: Meakashi-hen']",6382
"Fushiguro, Touji",(伏黒 甚爾),"['Jujutsu Kaisen 2nd Season', 'Jujutsu Kaisen 2nd Season Recaps', 'Jujutsu Kaisen']",6345
"Amane, Misa",(弥 海砂),"['Death Note', 'Death Note: Rewrite', 'Death Note']",6308
"Hughes, Maes",(マース・ヒューズ),"['Fullmetal Alchemist', 'Fullmetal Alchemist: Reflections', 'Fullmetal Alchemist: Premium Collection', 'Fullmetal Alchemist']",6300
"Okita, Sougo",(沖田 総悟),"['Gintama: Dai Hanseikai', 'Gintama', 'Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi', 'Gintama: 3-nen Z-gumi Ginpachi-sensei', 'Gintama', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",6228
Shanks,(シャンクス),"['One Piece Film: Red', 'One Piece: Densetsu no Log! Akagami no Shanks!', 'One Piece', 'One Piece', 'Romance Dawn', 'One Piece: Mugiwara Daigekijou']",6202
Norman,(ノーマン),"['Yakusoku no Neverland', 'Yakusoku no Neverland 2nd Season', 'Yakusoku no Neverland: Michishirube', 'Yakusoku no Neverland', 'Oyakusoku no Neverland']",6193
"Littner, Yoko",(ヨーコ・リットナー),"['Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!', 'Tengen Toppa Gurren Lagann Movie 1: Gurren-hen', 'Tengen Toppa Gurren Lagann', 'Tengen Toppa Gurren Lagann: Gurren Gakuen-hen', 'Tengen Toppa Gurren Lagann 4-koma Kingdom: Yoko no Oheso-hen']",6148
"Lee, Rock",(ロック・リー),"['Naruto: Shippuuden Movie 1', 'Naruto SD: Rock Lee no Seishun Full-Power Ninden', 'Naruto', 'Rock Lee no Seishun Full-Power Ninden', 'Naruto', 'Road to Ninja: Naruto the Movie']",6141
"Sutcliff, Grell",(グレル・サトクリフ),"['Kuroshitsuji Picture Drama', 'Kuroshitsuji', 'Kuroshitsuji Recap', 'Kuroshitsuji', 'Kuroshitsuji Anthology Comic: Nijishitsuji']",6121
"Kirishima, Eijirou",(切島 鋭児郎),"['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia: Sukue! Kyuujo Kunren!', 'Boku no Hero Academia']",6116
"Ryuuguu, Rena",(竜宮 レナ),"['Higurashi no Naku Koro ni', 'Higurashi no Naku Koro ni Kai', 'Higurashi no Naku Koro ni Special: Nekogoroshi-hen', 'Higurashi no Naku Koro ni: Onikakushi-hen', 'Higurashi no Naku Koro ni: Watanagashi-hen', 'Higurashi no Naku Koro ni: Tatarigoroshi-hen']",6107
Vanitas,(ヴァニタス),"['Vanitas no Karte', 'Vanitas no Karte Part 2', 'Vanitas no Karte: En Route Pour le Gévaudan', 'Vanitas no Karte']",6092
"Oumae, Kumiko",(黄前 久美子),"['Hibike! Euphonium', 'Hibike! Euphonium: Suisougaku-bu no Nichijou', 'Hibike! Euphonium 2', 'Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso', 'Hibike! Euphonium: Kitauji Koukou Suisougaku-bu no Ichiban Atsui Natsu', 'Hibike! Euphonium']",6072
"Dustiness Ford, Lalatina",(ダスティネス・フォード・ララティーナ / ダクネス),"['Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo! 2', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Shukufuku wo!', 'Kono Subarashii Sekai ni Nichijou wo!']",6039
"Tsuyuri, Kanao",(栗花落 カナヲ),"['Kimetsu no Yaiba', 'Kimetsu no Yaiba: Yuukaku-hen', 'Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen', 'Kimetsu no Yaiba']",6022
"Takasu, Ryuuji",(高須 竜児),"['Toradora!', 'Toradora!: SOS! Kuishinbou Banbanzai', 'Toradora!: Bentou no Gokui', 'Toradora!', 'Toradora!', 'Toradora Spin-off!']",6004
"Forger, Loid",(ロイド・フォージャー),"['Spy x Family', 'Spy x Family Part 2', 'Spy x Family Season 2', 'Spy x Family', 'Spy x Family: Kazoku no Shouzou']",5992
Tooru,(トール),"['Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no OO Dragon', 'Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai', 'Kobayashi-san Chi no Maid Dragon', 'Kobayashi-san Chi no Maid Dragon: Koushiki Anthology', 'Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou']",5990
"Leonhart, Annie",(アニ・レオンハート),"['Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa', 'Shingeki no Kyojin: Lost Girls', 'Shingeki no Kyojin', 'Shingeki no Kyojin: Lost Girls', 'Shingeki no Kyojin: Lost Girls', 'Shingeki no Kyojin']",5990
"Wong Hau Pepelu Tivrusky IV, Edward",(エドワード・ウォン・ハウ・ペペル・チブルスキー4世),"['Cowboy Bebop', 'Cowboy Bebop: Tengoku no Tobira', 'Cowboy Bebop: Yose Atsume Blues', 'Cowboy Bebop', 'Shooting Star Bebop: Cowboy Bebop']",5986
"Fujiwara, Takumi",(藤原 拓海),"['Initial D Fourth Stage', 'Initial D First Stage', 'Initial D Second Stage', 'Initial D', 'MF Ghost']",5931
"Sawada, Tsunayoshi",(沢田 綱吉),"['Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Katekyou Hitman Reborn! x ēlDLIVE Special', 'Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Secret Bullet', 'Vongola GP Kuru']",5923
Greed,(グリード),"['Fullmetal Alchemist', 'Fullmetal Alchemist: Reflections', 'Fullmetal Alchemist: Premium Collection', 'Fullmetal Alchemist']",5918
"Shima, Rin",(志摩 リン),"['Yuru Camp△', 'Yuru Camp△ Specials', 'Yuru Camp△ Season 2', 'Yuru Camp△']",5898
Genos,(ジェノス),"['One Punch Man', 'One Punch Man Specials', 'One Punch Man 2nd Season', 'One Punch-Man']",5881
"Shihouin, Yoruichi",(四楓院 夜一),"['Bleach', 'Bleach: The Sealed Sword Frenzy', 'Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru', 'Bleach', 'Bleach: The Honey Dish Rhapsody', 'Bleach 4-koma: Komaburi']",5869
"Deviluke, Momo Belia",(モモ・ベリア・デビルーク),"['To LOVE-Ru Darkness', 'To LOVE-Ru Darkness OVA', 'To LOVE-Ru Darkness 2nd', 'To LOVE-Ru Darkness', 'To LOVE-Ru Darkness: Little Sisters', 'To LOVE-Ru']",5863
"Greyrat, Eris Boreas",(エリス・ボレアス・グレイラット),"['Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu Part 2', 'Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'Mushoku Tensei: 4-koma ni Nattemo Honki Dasu']",5853
"Harima, Kenji",(播磨 拳児),"['School Rumble', 'School Rumble: Ichi Gakki Hoshuu', 'School Rumble Ni Gakki', 'School Rumble', 'School Rumble Z', 'Bessatsu School Rumble']",5832
"Stadtfeld, Kallen","(カレン・シュタットフェルト, 紅月カレン)","['Code Geass: Hangyaku no Lelouch', 'Code Geass: Hangyaku no Lelouch Picture Drama', 'Code Geass: Hangyaku no Lelouch Recaps', 'Code Geass: Hangyaku no Lelouch Koushiki Comic Anthology For Boys - Queen', 'Code Black: Hayabiki no Lelouch', 'Kateikyoushi no Lelouch-san']",5808
"Busujima, Saeko",(毒島 冴子),"['Highschool of the Dead', 'Highschool of the Dead: Drifters of the Dead', 'Highschool of the Dead', 'Highschool of the Head']",5804
"James Moriarty, William",(ウィリアム・ジェームズ・モリアーティ),"['Yuukoku no Moriarty', 'Yuukoku no Moriarty Part 2', 'Yuukoku no Moriarty OVA', 'Yuukoku no Moriarty', 'Yuukoku no Moriarty', 'Yuukoku no Moriarty: The Remains']",5798
"Satou, Tatsuhiro",(佐藤 達広),"['NHK ni Youkoso!', 'NHK ni Youkoso!', 'NHK ni Youkoso!']",5795
"Tokuchi, Toua",(渡久地 東亜),"['One Outs', 'One Outs']",5784
"Nakano, Yotsuba",(中野 四葉),"['5-toubun no Hanayome', '5-toubun no Hanayome ∬', '5-toubun no Hanayome Movie', '5-toubun no Hanayome', '5-toubun no Hanayome', 'Anime 5-toubun no Hanayome Novelize']",5779
"von Lohengramm, Reinhard",(ラインハルト・フォン・ローエングラム),"['Ginga Eiyuu Densetsu', 'Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai', 'Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa', 'Ginga Eiyuu Densetsu', 'Ginga Eiyuu Densetsu', 'Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa']",5731
"Kinomoto, Sakura",(木之本 さくら),"['Cardcaptor Sakura', 'Cardcaptor Sakura Movie 1', 'Cardcaptor Sakura Movie 2: Fuuin Sareta Card', 'Cardcaptor Sakura', 'Cardcaptor Sakura Extras', 'Cardcaptor Sakura: Clear Card-hen']",5719
"Sakura, Kyouko",(佐倉 杏子),"['Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari', 'Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari', 'Mahou Shoujo Oriko★Magica', 'Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica']",5692
"Kakyouin, Noriaki",(花京院 典明),"['JoJo no Kimyou na Bouken: Adventure', 'JoJo no Kimyou na Bouken', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'JoJo no Kimyou na Bouken Part 3: Stardust Crusaders', 'JoJo no Kimyou na Bouken', ""JoJo's Bizarre Adventure: Over Heaven""]",5682
"Miyauchi, Renge",(宮内 れんげ),"['Non Non Biyori', 'Non Non Biyori: Okinawa e Ikukoto ni Natta', 'Non Non Biyori Repeat', 'Non Non Biyori']",5671
"Evans, Soul Eater",(ソウル・イーター・エヴァンス),"['Soul Eater', 'Soul Eater NOT!', 'Soul Eater', 'Soul Eater NOT!']",5656
"Tachibana, Rui",(橘 瑠衣),"['Domestic na Kanojo', 'Domestic na Kanojo']",5623
"Kirigiri, Kyouko",(霧切 響子),"['Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen', 'Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei', 'Danganronpa Kirigiri', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation']",5619
Shiro,(シロ),"['Deadman Wonderland', 'Deadman Wonderland']",5617
"Hawkeye, Riza",(リザ・ホークアイ),"['Fullmetal Alchemist', 'Fullmetal Alchemist: The Conqueror of Shamballa', 'Fullmetal Alchemist: Reflections', 'Fullmetal Alchemist', 'Fullmetal Alchemist']",5603
"Aznable, Char",(シャア・アズナブル),"['Kidou Senshi Gundam', 'Kidou Senshi Zeta Gundam', 'Kidou Senshi Gundam: Gyakushuu no Char', 'Kidou Senshi Gundam 0079', 'Kidou Senshi Gundam: The Origin', 'Kidou Senshi Gundam: C.D.A. - Wakaki Suisei no Shouzou']",5587
"Matsuno, Chifuyu",(松野 千冬),"['Tokyo Revengers', 'Tokyo Revengers: Seiya Kessen-hen', 'Tokyo Revengers: Tenjiku-hen', 'Tokyo卍Revengers: Baji Keisuke kara no Tegami', 'Tokyo卍Revengers']",5580
"Uraraka, Ochako",(麗日 お茶子),"['Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia: Sukue! Kyuujo Kunren!', 'Boku no Hero Academia', 'Boku no Hero Academia Smash!']",5578
"Yuzaki, Tsukasa",(由崎 司),"['Tonikaku Kawaii', 'Tonikaku Kawaii: SNS', 'Tonikaku Kawaii: Kaisou', 'Tonikaku Kawaii']",5537
"Wallenstein, Ais",(アイズ・ヴァレンシュタイン),"['Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka']",5528
Jin,(仁),"['Samurai Champloo', 'Samurai Champloo']",5523
"Sugawara, Koushi",(菅原 孝支),"['Haikyuu!!', 'Haikyuu!! Lev Genzan!', 'Haikyuu!! Second Season', 'Haikyuu!!']",5490
"Yabuki, Joe",(矢吹 丈),"['Ashita no Joe', 'Ashita no Joe (Movie)', 'Ashita no Joe 2', 'Ashita no Joe', 'Magazine Ohanami!!']",5473
"Tsukino, Usagi",(月野 うさぎ),"['Bishoujo Senshi Sailor Moon', 'Bishoujo Senshi Sailor Moon R: The Movie', 'Bishoujo Senshi Sailor Moon S', 'Bishoujo Senshi Sailor Moon', 'Code Name wa Sailor V']",5472
"Tainaka, Ritsu",(田井中 律),"['K-On!', 'K-On!: Live House!', 'K-On!: Ura-On!', 'K-On!', 'K-On! Anthology Comic', 'K-On! College']",5454
"Matsuoka, Rin",(松岡 凛),"['Free!', 'Free!: FrFr - Short Movie', 'Free! Eternal Summer', 'High☆Speed!', 'High☆Speed!']",5418
"Nakahara, Misaki",(中原 岬),"['NHK ni Youkoso!', 'NHK ni Youkoso!', 'NHK ni Youkoso!']",5416
"de Blois, Victorique",(ヴィクトリカ・ド・ブロワ),"['Gosick', 'Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru', 'Gosick', 'Gosick', 'GosickS']",5387
"Haruno, Sakura",(春野 サクラ),"['Naruto', 'Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!', 'Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!', 'Naruto', 'Road to Ninja: Naruto the Movie', 'Naruto Hiden Series']",5387
"Uzui, Tengen",(宇髄 天元),"['Kimetsu no Yaiba: Yuukaku-hen', 'Kimetsu no Yaiba', 'Kimetsu no Yaiba Movie: Mugen Ressha-hen', 'Kimetsu no Yaiba']",5380
"Sagara, Sousuke",(相良 宗介),"['Full Metal Panic!', 'Full Metal Panic? Fumoffu', 'Full Metal Panic! The Second Raid', 'Full Metal Panic!', 'Full Metal Panic! Sigma', 'Ikinari! Full Metal Panic!']",5379
"Katagiri, Yuuichi",(片切 友一),"['Tomodachi Game', 'Tomodachi Game']",5352
"Albarn, Maka",(マカ＝アルバーン),"['Soul Eater', 'Soul Eater: Late Night Show', 'Soul Eater NOT!', 'Soul Eater', 'Soul Eater NOT!']",5347
"Nakiri, Erina",(薙切 えりな),"['Shokugeki no Souma', 'Shokugeki no Souma OVA', 'Shokugeki no Souma: Ni no Sara', 'Shokugeki no Souma']",5318
"Toga, Himiko",(渡我 被身子),"['Boku no Hero Academia 2nd Season', 'Boku no Hero Academia 3rd Season', 'Boku no Hero Academia 4th Season', 'Boku no Hero Academia']",5314
"Break, Xerxes",(ザークシーズ＝ブレイク),"['Pandora Hearts', 'Pandora Hearts Omake', 'Pandora Hearts', 'Pandora Hearts: Caucus Race', 'Fushigi no Kuni no Gilbert']",5277
Jibril,(ジブリール),"['No Game No Life', 'No Game No Life Specials', 'No Game No Life: Zero', 'No Game No Life: Dai-2 Shou - Toubu Rengou-hen', 'No Game No Life', 'No Game No Life, desu!']",5275
"Ichihara, Yuuko",(壱原侑子),"['xxxHOLiC Movie: Manatsu no Yoru no Yume', 'xxxHOLiC', 'xxxHOLiC◆Kei', 'xxxHOLiC', 'Clamp in Wonderland EX', 'xxxHOLiC: AnotherHOLiC']",5272
"Cranel, Bell",(ベル・クラネル),"['Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka', 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria']",5268
"Izumi, Shinichi",(泉 新一),"['Kiseijuu: Sei no Kakuritsu', 'Kiseijuu']",5223
"Le Blanc de La Vallière, Louise Françoise",(ルイズ・フランソワーズ・ル・ブラン・ド・ラ・ヴァリエール),"['Zero no Tsukaima', 'Zero no Tsukaima: Futatsuki no Kishi', 'Zero no Tsukaima: Princesses no Rondo', 'Zero no Tsukaima', 'Zero no Tsukaima', 'Zero no Chukaima: Youchien nano!']",5220
"Honma, Meiko",(本間 芽衣子),"['Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.']",5155
Hiei,(飛影),"['Yuu☆Yuu☆Hakusho', 'Yuu☆Yuu☆Hakusho (Movie)', 'Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna', 'Yuu☆Yuu☆Hakusho']",5154
Kusuriuri,(薬売り),"['Ayakashi: Japanese Classic Horror', 'Mononoke', 'Mononoke Movie: Karakasa', 'Mononoke', 'Mononoke: Umibouzu', 'Mononoke: Zashiki Warashi']",5140
"Mercury, Rory",(ロゥリィ・マーキュリー),"['Gate: Jieitai Kanochi nite, Kaku Tatakaeri', 'Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2', 'Gate: Jieitai Kanochi nite, Kaku Tatakaeri', 'Gate: Jieitai Kanochi nite, Kaku Tatakaeri', 'Gate! Yonkoma']",5135
"Mabuchi, Kou",(馬渕 洸),"['Ao Haru Ride', 'Ao Haru Ride OVA', 'Ao Haru Ride', 'Ao Haru Ride', 'Ore Ride!!']",5104
"Hibari, Kyouya",(雲雀 恭弥),"['Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview', 'Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Secret Bullet']",5067
Echidna,(エキドナ),"['Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna', 'Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season', 'Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo']",5036
"Ryuuguuji, Ken",(龍宮寺 堅),"['Tokyo Revengers', 'Chibi Revenger', 'Tokyo Revengers: Seiya Kessen-hen', 'Tokyo卍Revengers', 'Tokyo卍Revengers: Baji Keisuke kara no Tegami']",5023
Goblin Slayer,(ゴブリンスレイヤー),"['Goblin Slayer', 'Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet', ""Goblin Slayer: Goblin's Crown"", 'Goblin Slayer', 'Goblin Slayer', 'Goblin Slayer Gaiden: Year One']",5012
"Kanbaru, Suruga",(神原 駿河),"['Bakemonogatari', 'Hanamonogatari', 'Owarimonogatari', 'Monogatari Series: First Season', 'Monogatari Series: Second Season', 'Bakemonogatari Short Stories']",5011
Madara,(斑),"['Natsume Yuujinchou', 'Zoku Natsume Yuujinchou', 'Natsume Yuujinchou San', 'Natsume Yuujinchou']",4972
"Tachibana, Makoto",(橘 真琴),"['Free!', 'Free!: FrFr - Short Movie', 'Free! Eternal Summer', 'High☆Speed!', 'High☆Speed!']",4964
"Hatsune, Miku",(初音 ミク),"['Downloader', 'Chime', 'Sekiranun Graffiti', 'Maker Hikoushiki Hatsune Mix', 'Miku-4', 'Aku no Musume']",4954
Morgiana,(モルジアナ),"['Magi: The Labyrinth of Magic', 'Magi: The Kingdom of Magic', 'Magi']",4949
Kino,(キノ),"['Kino no Tabi: The Beautiful World', 'Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.', 'Kino no Tabi: The Beautiful World - Byouki no Kuni - For You', 'Kino no Tabi: The Beautiful World', 'Gakuen Kino', 'Kino no Tabi: The Beautiful World']",4948
"Koiwai, Yotsuba",(小岩井 四葉),"['Yotsuba to!', 'Try! Try! Try!', 'Try! Try! Try! Webcomics']",4937
Reze,(レゼ),"['Chainsaw Man Movie: Reze-hen', 'Chainsaw Man', 'Chainsaw Man']",4914
Bojji,(ボッジ),"['Ousama Ranking', 'Oz.', 'Ousama Ranking: Yuuki no Takarabako', 'Ousama Ranking']",4889
Shiroe,(シロエ),"['Log Horizon', 'Imanara Maniau! Log Horizon', 'Log Horizon 2nd Season', 'Log Horizon', 'Log Horizon', 'Log Horizon Gaiden: Honey Moon Logs']",4863
Dabi,(荼毘),"['Boku no Hero Academia 2nd Season', 'Boku no Hero Academia 3rd Season', 'Boku no Hero Academia 4th Season', 'Boku no Hero Academia']",4818
"Nanami, Chiaki",(七海 千秋),"['Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen', 'Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen', 'Super Danganronpa 2: Nanami Chiaki no Sayonara Zetsubou Daibouken', 'Super Danganronpa 2: Sayonara Zetsubou Gakuen - 4-koma KINGS', 'Super Danganronpa 2: Dangan Island Kokoro Tokonatsu, Kokoronpa♪']",4818
"Uryuu, Minene",(雨流 みねね),"['Mirai Nikki', 'Mirai Nikki (TV)', 'Mirai Nikki: Redial', 'Mirai Nikki: Mosaic', 'Mirai Nikki', 'Mirai Nikki: Paradox']",4811
"Mayer, Re-l",(リル・メイヤー),['Ergo Proxy'],4808
"Getou, Suguru",(夏油 傑),"['Jujutsu Kaisen 0 Movie', 'Jujutsu Kaisen 2nd Season', 'Jujutsu Kaisen 2nd Season Recaps', 'Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou', 'Jujutsu Kaisen']",4802
"Nishikino, Maki",(西木野 真姫),"['Bokura no Live Kimi to no Life', 'Snow Halation', 'Natsu-iro Egao de 1, 2, Jump!', 'Love Live!', 'Love Live! School Idol Diary', 'Love Live! School Idol Diary']",4760
Undertaker,(葬儀屋（アンダーテイカー）),"['Kuroshitsuji', 'Kuroshitsuji II', 'Kuroshitsuji: Sono Shitsuji, Kougyou', 'Kuroshitsuji', 'Kuroshitsuji Anthology Comic: Nijishitsuji']",4741
"Plisetsky, Yuri",(ユーリ・プリセツキー),"['Yuri!!! on Ice', 'Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness']",4734
"Wei, Wuxian",(魏 无羡),"['Mo Dao Zu Shi', 'Mo Dao Zu Shi: Xian Yun Pian', 'Mo Dao Zu Shi: Wanjie Pian', 'Mo Dao Zu Shi', 'Mo Dao Zu Shi']",4731
"Sawabe, Tsubaki",(澤部 椿),"['Shigatsu wa Kimi no Uso', 'Shigatsu wa Kimi no Uso: Moments', 'Shigatsu wa Kimi no Uso', 'Shigatsu wa Kimi no Uso: Coda']",4730
"Miki, Sayaka",(美樹 さやか),"['Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari', 'Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari', 'Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica', 'Mahou Shoujo Madoka★Magica: Anthology Comic']",4721
"Asui, Tsuyu",(蛙吹 梅雨),"['Boku no Hero Academia: Training of the Dead', 'Boku no Hero Academia', 'Boku no Hero Academia 2nd Season', 'Boku no Hero Academia', 'Boku no Hero Academia Smash!']",4688
